type_of_water_source,town_name,province_name,location_type,number_of_people_served,time_in_queue,results
well,Rural,Kilimani,Rural,262,0,Contaminated: Biological
tap_in_home,Lusaka,Akatsi,Urban,370,0,
well,Deka,Hawassa,Urban,368,0,Contaminated: Biological
well,Rural,Kilimani,Rural,360,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,326,0,Clean
tap_in_home,Rural,Amanzi,Rural,748,0,
tap_in_home_broken,Asmara,Amanzi,Urban,890,0,
well,Rural,Akatsi,Rural,190,0,Clean
shared_tap,Rural,Sokoto,Rural,2200,182,
tap_in_home_broken,Serowe,Hawassa,Urban,794,0,
well,Asmara,Amanzi,Urban,162,0,Contaminated: Chemical
shared_tap,Bello,Amanzi,Urban,1418,125,
well,Serowe,Hawassa,Urban,298,0,Clean
well,Kintampo,Akatsi,Urban,354,0,Contaminated: Chemical
tap_in_home_broken,Mrembo,Kilimani,Urban,488,0,
well,Rural,Kilimani,Rural,194,0,Contaminated: Biological
well,Rural,Akatsi,Rural,214,0,Clean
well,Rural,Kilimani,Rural,370,0,Contaminated: Biological
river,Rural,Kilimani,Rural,852,29,
shared_tap,Rural,Amanzi,Rural,2128,25,
well,Rural,Akatsi,Rural,280,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,332,0,Contaminated: Biological
tap_in_home_broken,Rural,Amanzi,Rural,876,0,
shared_tap,Amina,Amanzi,Urban,270,42,
well,Rural,Kilimani,Rural,162,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,320,0,Contaminated: Biological
well,Rural,Hawassa,Rural,374,0,Contaminated: Chemical
tap_in_home,Rural,Sokoto,Rural,330,0,
well,Lusaka,Akatsi,Urban,332,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,272,0,Contaminated: Chemical
tap_in_home_broken,Rural,Sokoto,Rural,746,0,
tap_in_home_broken,Rural,Amanzi,Rural,688,0,
well,Rural,Amanzi,Rural,232,0,Clean
river,Amina,Amanzi,Urban,834,11,
well,Rural,Amanzi,Rural,172,0,Contaminated: Chemical
well,Kofi,Sokoto,Urban,284,0,Clean
tap_in_home,Kofi,Sokoto,Urban,754,0,
well,Amina,Hawassa,Urban,314,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,322,0,Contaminated: Chemical
river,Rural,Sokoto,Rural,592,8,
tap_in_home,Asmara,Amanzi,Urban,948,0,
well,Rural,Akatsi,Rural,230,0,Clean
tap_in_home_broken,Rural,Amanzi,Rural,890,0,
well,Rural,Amanzi,Rural,364,0,Clean
tap_in_home_broken,Kintampo,Akatsi,Urban,358,0,
shared_tap,Rural,Akatsi,Rural,2802,226,
river,Rural,Sokoto,Rural,458,22,
well,Rural,Akatsi,Rural,350,0,Contaminated: Chemical
tap_in_home_broken,Rural,Sokoto,Rural,318,0,
tap_in_home_broken,Mrembo,Kilimani,Urban,796,0,
tap_in_home,Zuri,Kilimani,Urban,408,0,
well,Rural,Kilimani,Rural,186,0,Contaminated: Chemical
tap_in_home_broken,Isiqalo,Kilimani,Urban,788,0,
well,Lusaka,Akatsi,Urban,350,0,Clean
well,Rural,Kilimani,Rural,356,0,Contaminated: Biological
well,Rural,Hawassa,Rural,204,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,192,0,Clean
well,Asmara,Amanzi,Urban,246,0,Contaminated: Chemical
tap_in_home,Rural,Sokoto,Rural,396,0,
tap_in_home,Rural,Sokoto,Rural,422,0,
tap_in_home,Marang,Sokoto,Urban,542,0,
river,Ilanga,Sokoto,Urban,840,29,
tap_in_home,Dahabu,Amanzi,Urban,780,0,
tap_in_home,Isiqalo,Kilimani,Urban,636,0,
well,Rural,Akatsi,Rural,324,0,Contaminated: Chemical
shared_tap,Rural,Sokoto,Rural,3100,240,
river,Rural,Sokoto,Rural,698,11,
well,Rural,Kilimani,Rural,266,0,Contaminated: Biological
tap_in_home,Rural,Amanzi,Rural,370,0,
well,Rural,Akatsi,Rural,242,0,Contaminated: Chemical
shared_tap,Rural,Akatsi,Rural,2098,175,
tap_in_home_broken,Harare,Kilimani,Urban,922,0,
well,Harare,Akatsi,Urban,284,0,Clean
tap_in_home_broken,Rural,Amanzi,Rural,646,0,
tap_in_home,Rural,Akatsi,Rural,470,0,
tap_in_home_broken,Rural,Kilimani,Rural,764,0,
tap_in_home_broken,Amina,Amanzi,Urban,988,0,
shared_tap,Rural,Kilimani,Rural,2010,25,
well,Rural,Kilimani,Rural,360,0,Contaminated: Biological
river,Dahabu,Amanzi,Urban,606,9,
shared_tap,Rural,Kilimani,Rural,1144,20,
well,Rural,Sokoto,Rural,334,0,Contaminated: Chemical
well,Asmara,Amanzi,Urban,390,0,Clean
well,Amara,Kilimani,Urban,230,0,Clean
tap_in_home,Isiqalo,Kilimani,Urban,320,0,
well,Rural,Kilimani,Rural,274,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,2202,182,
well,Rural,Hawassa,Rural,208,0,Contaminated: Biological
well,Rural,Akatsi,Rural,256,0,Clean
shared_tap,Rural,Amanzi,Rural,3232,30,
well,Rural,Sokoto,Rural,322,0,Contaminated: Biological
well,Kintampo,Akatsi,Urban,364,0,Clean
well,Rural,Kilimani,Rural,308,0,Contaminated: Biological
tap_in_home_broken,Amina,Amanzi,Urban,488,0,
tap_in_home_broken,Rural,Amanzi,Rural,364,0,
well,Kintampo,Akatsi,Urban,242,0,Clean
river,Kofi,Sokoto,Urban,978,6,
well,Amina,Hawassa,Urban,338,0,Contaminated: Biological
tap_in_home,Rural,Sokoto,Rural,368,0,
shared_tap,Rural,Hawassa,Rural,2930,235,
tap_in_home_broken,Rural,Kilimani,Rural,630,0,
shared_tap,Rural,Amanzi,Rural,1010,20,
tap_in_home_broken,Harare,Akatsi,Urban,892,0,
tap_in_home,Amina,Hawassa,Urban,516,0,
tap_in_home_broken,Abidjan,Amanzi,Urban,362,0,
well,Deka,Hawassa,Urban,202,0,Contaminated: Biological
well,Lusaka,Akatsi,Urban,344,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,2108,25,
well,Harare,Kilimani,Urban,306,0,Contaminated: Biological
well,Rural,Akatsi,Rural,396,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,218,0,Clean
tap_in_home_broken,Amina,Amanzi,Urban,420,0,
well,Rural,Sokoto,Rural,212,0,Contaminated: Chemical
shared_tap,Bello,Amanzi,Urban,432,17,
tap_in_home_broken,Asmara,Amanzi,Urban,432,0,
well,Amara,Kilimani,Urban,228,0,Contaminated: Biological
tap_in_home,Rural,Kilimani,Rural,614,0,
well,Rural,Amanzi,Rural,214,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,364,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,1006,20,
well,Isiqalo,Kilimani,Urban,294,0,Contaminated: Biological
shared_tap,Kofi,Sokoto,Urban,1748,149,
tap_in_home,Rural,Akatsi,Rural,734,0,
well,Rural,Kilimani,Rural,258,0,Contaminated: Chemical
river,Rural,Hawassa,Rural,632,28,
well,Rural,Akatsi,Rural,262,0,Contaminated: Chemical
shared_tap,Rural,Akatsi,Rural,3818,30,
well,Rural,Kilimani,Rural,354,0,Contaminated: Biological
well,Rural,Hawassa,Rural,294,0,Contaminated: Biological
well,Rural,Akatsi,Rural,362,0,Contaminated: Biological
well,Mrembo,Kilimani,Urban,266,0,Contaminated: Biological
tap_in_home,Dahabu,Amanzi,Urban,982,0,
tap_in_home_broken,Rural,Hawassa,Rural,604,0,
shared_tap,Rural,Akatsi,Rural,2792,225,
well,Yaounde,Hawassa,Urban,270,0,Contaminated: Chemical
tap_in_home_broken,Amina,Amanzi,Urban,390,0,
tap_in_home_broken,Rural,Sokoto,Rural,538,0,
well,Rural,Akatsi,Rural,382,0,Contaminated: Chemical
well,Yaounde,Hawassa,Urban,232,0,Contaminated: Chemical
well,Rural,Amanzi,Rural,310,0,Contaminated: Chemical
tap_in_home,Rural,Amanzi,Rural,468,0,
well,Rural,Hawassa,Rural,210,0,Contaminated: Chemical
river,Majengo,Sokoto,Urban,750,5,
well,Mrembo,Kilimani,Urban,186,0,Contaminated: Biological
tap_in_home_broken,Asmara,Amanzi,Urban,856,0,
tap_in_home,Asmara,Amanzi,Urban,570,0,
river,Amina,Amanzi,Urban,722,10,
well,Rural,Sokoto,Rural,390,0,Contaminated: Biological
river,Rural,Sokoto,Rural,902,15,
well,Ilanga,Sokoto,Urban,334,0,Contaminated: Chemical
shared_tap,Rural,Sokoto,Rural,736,18,
well,Zuri,Kilimani,Urban,396,0,Clean
well,Zuri,Kilimani,Urban,218,0,Contaminated: Biological
well,Djenne,Hawassa,Urban,272,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,222,0,Contaminated: Chemical
tap_in_home,Deka,Hawassa,Urban,322,0,
well,Rural,Kilimani,Rural,234,0,Clean
tap_in_home,Rural,Sokoto,Rural,356,0,
well,Rural,Hawassa,Rural,304,0,Contaminated: Chemical
tap_in_home,Rural,Akatsi,Rural,964,0,
well,Kintampo,Akatsi,Urban,184,0,Clean
river,Rural,Amanzi,Rural,726,20,
tap_in_home,Rural,Hawassa,Rural,598,0,
well,Kofi,Sokoto,Urban,162,0,Contaminated: Chemical
well,Djenne,Hawassa,Urban,290,0,Contaminated: Biological
shared_tap,Zuri,Kilimani,Urban,3778,240,
tap_in_home_broken,Rural,Akatsi,Rural,578,0,
well,Rural,Kilimani,Rural,394,0,Clean
tap_in_home,Dahabu,Amanzi,Urban,830,0,
tap_in_home_broken,Ilanga,Sokoto,Urban,684,0,
tap_in_home_broken,Rural,Amanzi,Rural,822,0,
well,Marang,Sokoto,Urban,180,0,Contaminated: Biological
well,Rural,Hawassa,Rural,358,0,Contaminated: Chemical
well,Amina,Hawassa,Urban,262,0,Contaminated: Biological
tap_in_home_broken,Zanzibar,Hawassa,Urban,762,0,
well,Rural,Sokoto,Rural,228,0,Clean
tap_in_home,Kofi,Sokoto,Urban,650,0,
shared_tap,Dahabu,Amanzi,Urban,3758,30,
shared_tap,Rural,Amanzi,Rural,2056,25,
well,Harare,Kilimani,Urban,300,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,292,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,342,0,Contaminated: Biological
well,Rural,Amanzi,Rural,312,0,Contaminated: Biological
shared_tap,Asmara,Amanzi,Urban,1782,152,
well,Rural,Kilimani,Rural,350,0,Contaminated: Chemical
well,Harare,Akatsi,Urban,268,0,Clean
well,Amara,Kilimani,Urban,274,0,Clean
tap_in_home_broken,Rural,Hawassa,Rural,858,0,
shared_tap,Zuri,Kilimani,Urban,1636,141,
tap_in_home,Rural,Kilimani,Rural,488,0,
tap_in_home,Rural,Amanzi,Rural,714,0,
well,Rural,Akatsi,Rural,236,0,Contaminated: Biological
well,Rural,Akatsi,Rural,240,0,Contaminated: Chemical
shared_tap,Mrembo,Kilimani,Urban,3564,240,
shared_tap,Rural,Sokoto,Rural,2136,26,
tap_in_home_broken,Rural,Sokoto,Rural,738,0,
well,Rural,Kilimani,Rural,340,0,Contaminated: Biological
shared_tap,Abidjan,Amanzi,Urban,2536,28,
shared_tap,Rural,Kilimani,Rural,228,39,
tap_in_home,Rural,Amanzi,Rural,592,0,
tap_in_home_broken,Bello,Amanzi,Urban,602,0,
well,Rural,Hawassa,Rural,374,0,Contaminated: Chemical
tap_in_home_broken,Majengo,Sokoto,Urban,726,0,
tap_in_home_broken,Rural,Kilimani,Rural,464,0,
shared_tap,Pwani,Amanzi,Urban,1458,22,
tap_in_home,Rural,Hawassa,Rural,416,0,
well,Rural,Kilimani,Rural,178,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,346,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,1154,20,
well,Rural,Akatsi,Rural,340,0,Contaminated: Chemical
tap_in_home,Harare,Akatsi,Urban,920,0,
tap_in_home_broken,Amina,Amanzi,Urban,428,0,
tap_in_home_broken,Rural,Kilimani,Rural,958,0,
shared_tap,Rural,Kilimani,Rural,2684,28,
well,Ilanga,Sokoto,Urban,206,0,Contaminated: Biological
well,Rural,Hawassa,Rural,290,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,314,0,Clean
tap_in_home,Yaounde,Hawassa,Urban,530,0,
well,Rural,Sokoto,Rural,318,0,Contaminated: Chemical
river,Rural,Sokoto,Rural,990,18,
well,Isiqalo,Kilimani,Urban,288,0,Contaminated: Biological
river,Rural,Sokoto,Rural,692,29,
tap_in_home,Amina,Hawassa,Urban,594,0,
well,Harare,Akatsi,Urban,280,0,Clean
well,Yaounde,Hawassa,Urban,264,0,Clean
river,Rural,Kilimani,Rural,838,28,
river,Rural,Kilimani,Rural,868,10,
shared_tap,Rural,Sokoto,Rural,1532,22,
well,Deka,Hawassa,Urban,316,0,Contaminated: Biological
tap_in_home_broken,Rural,Sokoto,Rural,820,0,
well,Rural,Kilimani,Rural,196,0,Clean
tap_in_home,Bello,Amanzi,Urban,768,0,
tap_in_home,Rural,Kilimani,Rural,816,0,
river,Rural,Sokoto,Rural,820,17,
shared_tap,Rural,Akatsi,Rural,2784,29,
tap_in_home_broken,Rural,Hawassa,Rural,888,0,
well,Serowe,Hawassa,Urban,176,0,Clean
tap_in_home,Isiqalo,Kilimani,Urban,368,0,
well,Rural,Akatsi,Rural,320,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,182,0,Contaminated: Chemical
well,Yaounde,Hawassa,Urban,254,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,296,0,Contaminated: Chemical
tap_in_home_broken,Deka,Hawassa,Urban,588,0,
river,Rural,Akatsi,Rural,512,9,
well,Rural,Hawassa,Rural,360,0,Clean
well,Rural,Kilimani,Rural,380,0,Clean
river,Rural,Akatsi,Rural,958,14,
shared_tap,Rural,Akatsi,Rural,1428,126,
well,Rural,Akatsi,Rural,336,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,264,0,Contaminated: Biological
shared_tap,Deka,Hawassa,Urban,264,42,
shared_tap,Rural,Akatsi,Rural,2140,26,
well,Rural,Kilimani,Rural,306,0,Contaminated: Chemical
tap_in_home_broken,Bello,Amanzi,Urban,376,0,
tap_in_home_broken,Rural,Hawassa,Rural,712,0,
well,Lusaka,Akatsi,Urban,374,0,Clean
tap_in_home,Majengo,Sokoto,Urban,584,0,
shared_tap,Rural,Sokoto,Rural,1444,22,
well,Rural,Hawassa,Rural,262,0,Clean
tap_in_home,Bello,Amanzi,Urban,536,0,
well,Bello,Amanzi,Urban,380,0,Contaminated: Biological
shared_tap,Rural,Hawassa,Rural,1310,118,
river,Rural,Hawassa,Rural,414,5,
well,Rural,Akatsi,Rural,378,0,Contaminated: Chemical
tap_in_home_broken,Mrembo,Kilimani,Urban,328,0,
tap_in_home,Rural,Akatsi,Rural,716,0,
tap_in_home_broken,Rural,Amanzi,Rural,832,0,
well,Rural,Kilimani,Rural,216,0,Clean
tap_in_home_broken,Rural,Sokoto,Rural,572,0,
tap_in_home_broken,Majengo,Sokoto,Urban,922,0,
tap_in_home,Ilanga,Sokoto,Urban,664,0,
well,Rural,Hawassa,Rural,220,0,Contaminated: Biological
tap_in_home,Dahabu,Amanzi,Urban,526,0,
shared_tap,Pwani,Amanzi,Urban,2690,218,
well,Ilanga,Sokoto,Urban,234,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,1048,99,
well,Rural,Akatsi,Rural,282,0,Clean
well,Rural,Akatsi,Rural,292,0,Contaminated: Chemical
tap_in_home,Kintampo,Akatsi,Urban,568,0,
well,Amara,Kilimani,Urban,198,0,Clean
shared_tap,Rural,Kilimani,Rural,1278,21,
well,Djenne,Hawassa,Urban,236,0,Clean
well,Rural,Sokoto,Rural,188,0,Contaminated: Biological
well,Kofi,Sokoto,Urban,362,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,286,0,Contaminated: Biological
shared_tap,Amina,Amanzi,Urban,2144,26,
river,Rural,Akatsi,Rural,422,24,
well,Lusaka,Akatsi,Urban,284,0,Clean
tap_in_home_broken,Serowe,Hawassa,Urban,804,0,
well,Rural,Kilimani,Rural,368,0,Contaminated: Chemical
well,Zanzibar,Hawassa,Urban,310,0,Contaminated: Chemical
shared_tap,Rural,Akatsi,Rural,2602,211,
well,Harare,Kilimani,Urban,380,0,Contaminated: Biological
shared_tap,Rural,Hawassa,Rural,3220,30,
shared_tap,Cheche,Sokoto,Urban,916,89,
well,Majengo,Sokoto,Urban,284,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,228,0,Contaminated: Biological
well,Rural,Kilimani,Rural,282,0,Contaminated: Biological
well,Isiqalo,Kilimani,Urban,222,0,Contaminated: Chemical
tap_in_home,Isiqalo,Kilimani,Urban,390,0,
shared_tap,Bello,Amanzi,Urban,2488,203,
tap_in_home,Lusaka,Akatsi,Urban,734,0,
tap_in_home,Rural,Amanzi,Rural,880,0,
well,Amara,Kilimani,Urban,390,0,Contaminated: Biological
well,Rural,Hawassa,Rural,254,0,Contaminated: Chemical
well,Lusaka,Akatsi,Urban,332,0,Clean
tap_in_home,Rural,Kilimani,Rural,920,0,
well,Rural,Hawassa,Rural,344,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,832,0,
well,Rural,Akatsi,Rural,198,0,Clean
well,Lusaka,Akatsi,Urban,282,0,Contaminated: Chemical
tap_in_home_broken,Rural,Hawassa,Rural,908,0,
tap_in_home,Abidjan,Amanzi,Urban,406,0,
well,Zuri,Kilimani,Urban,318,0,Clean
tap_in_home,Asmara,Amanzi,Urban,842,0,
well,Rural,Akatsi,Rural,228,0,Clean
tap_in_home,Rural,Akatsi,Rural,326,0,
river,Majengo,Sokoto,Urban,468,10,
tap_in_home_broken,Marang,Sokoto,Urban,978,0,
well,Rural,Akatsi,Rural,356,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,1732,23,
well,Rural,Kilimani,Rural,356,0,Clean
tap_in_home_broken,Amina,Amanzi,Urban,332,0,
shared_tap,Rural,Akatsi,Rural,3700,30,
tap_in_home,Lusaka,Akatsi,Urban,978,0,
tap_in_home_broken,Zuri,Kilimani,Urban,996,0,
well,Rural,Kilimani,Rural,388,0,Contaminated: Chemical
well,Lusaka,Akatsi,Urban,364,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,554,0,
well,Kintampo,Akatsi,Urban,298,0,Contaminated: Biological
well,Rural,Akatsi,Rural,172,0,Contaminated: Biological
well,Rural,Kilimani,Rural,184,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,584,0,
well,Rural,Kilimani,Rural,346,0,Contaminated: Chemical
well,Rural,Amanzi,Rural,176,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,214,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,372,0,Contaminated: Biological
well,Rural,Hawassa,Rural,238,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,256,0,Clean
well,Rural,Kilimani,Rural,248,0,Contaminated: Biological
well,Lusaka,Akatsi,Urban,240,0,Contaminated: Chemical
tap_in_home,Marang,Sokoto,Urban,392,0,
shared_tap,Rural,Hawassa,Rural,2766,223,
tap_in_home_broken,Asmara,Amanzi,Urban,782,0,
shared_tap,Rural,Hawassa,Rural,508,60,
well,Kintampo,Akatsi,Urban,250,0,Clean
tap_in_home_broken,Rural,Hawassa,Rural,466,0,
river,Rural,Sokoto,Rural,518,19,
well,Rural,Hawassa,Rural,174,0,Contaminated: Chemical
river,Rural,Sokoto,Rural,700,20,
well,Kintampo,Akatsi,Urban,222,0,Contaminated: Chemical
shared_tap,Rural,Akatsi,Rural,1102,20,
river,Rural,Akatsi,Rural,448,17,
well,Rural,Sokoto,Rural,254,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,274,0,Contaminated: Biological
shared_tap,Asmara,Amanzi,Urban,2880,29,
tap_in_home_broken,Lusaka,Akatsi,Urban,778,0,
well,Rural,Kilimani,Rural,380,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,460,0,
tap_in_home,Harare,Akatsi,Urban,766,0,
tap_in_home,Kintampo,Akatsi,Urban,428,0,
well,Rural,Akatsi,Rural,252,0,Clean
tap_in_home_broken,Deka,Hawassa,Urban,502,0,
tap_in_home_broken,Pwani,Amanzi,Urban,664,0,
tap_in_home_broken,Isiqalo,Kilimani,Urban,538,0,
tap_in_home_broken,Rural,Sokoto,Rural,604,0,
well,Amina,Amanzi,Urban,292,0,Contaminated: Biological
well,Kintampo,Akatsi,Urban,372,0,Contaminated: Chemical
shared_tap,Asmara,Amanzi,Urban,720,18,
well,Harare,Akatsi,Urban,174,0,Contaminated: Biological
well,Harare,Kilimani,Urban,328,0,Contaminated: Biological
well,Rural,Akatsi,Rural,234,0,Clean
tap_in_home_broken,Rural,Amanzi,Rural,942,0,
well,Rural,Akatsi,Rural,190,0,Contaminated: Chemical
well,Cheche,Sokoto,Urban,180,0,Contaminated: Biological
well,Rural,Akatsi,Rural,380,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,364,0,Clean
shared_tap,Harare,Kilimani,Urban,2698,28,
well,Rural,Amanzi,Rural,220,0,Contaminated: Chemical
tap_in_home,Dahabu,Amanzi,Urban,558,0,
well,Rural,Kilimani,Rural,252,0,Clean
shared_tap,Rural,Kilimani,Rural,3404,30,
well,Rural,Hawassa,Rural,204,0,Contaminated: Chemical
shared_tap,Rural,Sokoto,Rural,3308,30,
river,Rural,Sokoto,Rural,732,18,
well,Amara,Kilimani,Urban,396,0,Contaminated: Biological
tap_in_home_broken,Rural,Amanzi,Rural,400,0,
well,Rural,Sokoto,Rural,188,0,Contaminated: Biological
well,Rural,Kilimani,Rural,298,0,Contaminated: Chemical
well,Kofi,Sokoto,Urban,268,0,Clean
shared_tap,Rural,Kilimani,Rural,1436,22,
well,Rural,Hawassa,Rural,210,0,Contaminated: Biological
well,Rural,Akatsi,Rural,306,0,Clean
well,Lusaka,Akatsi,Urban,362,0,Clean
tap_in_home,Rural,Amanzi,Rural,620,0,
shared_tap,Abidjan,Amanzi,Urban,3032,30,
well,Dahabu,Amanzi,Urban,260,0,Contaminated: Biological
tap_in_home_broken,Rural,Amanzi,Rural,656,0,
well,Rural,Sokoto,Rural,378,0,Contaminated: Biological
well,Rural,Kilimani,Rural,292,0,Contaminated: Biological
well,Asmara,Amanzi,Urban,160,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,382,0,Contaminated: Biological
shared_tap,Rural,Kilimani,Rural,1514,132,
well,Rural,Akatsi,Rural,224,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,302,0,Clean
well,Rural,Kilimani,Rural,244,0,Contaminated: Chemical
tap_in_home,Amina,Hawassa,Urban,578,0,
river,Cheche,Sokoto,Urban,848,16,
shared_tap,Rural,Kilimani,Rural,1344,120,
tap_in_home,Rural,Sokoto,Rural,894,0,
shared_tap,Rural,Hawassa,Rural,2538,207,
well,Rural,Hawassa,Rural,330,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,276,0,Clean
shared_tap,Rural,Akatsi,Rural,212,38,
well,Harare,Akatsi,Urban,316,0,Contaminated: Chemical
river,Rural,Sokoto,Rural,664,8,
well,Rural,Akatsi,Rural,300,0,Contaminated: Chemical
river,Rural,Sokoto,Rural,916,24,
tap_in_home,Rural,Akatsi,Rural,738,0,
well,Rural,Amanzi,Rural,180,0,Contaminated: Biological
tap_in_home,Rural,Kilimani,Rural,990,0,
tap_in_home,Rural,Amanzi,Rural,794,0,
well,Rural,Akatsi,Rural,362,0,Clean
tap_in_home,Rural,Amanzi,Rural,552,0,
well,Rural,Hawassa,Rural,336,0,Contaminated: Biological
well,Rural,Akatsi,Rural,208,0,Contaminated: Biological
tap_in_home,Rural,Sokoto,Rural,564,0,
well,Rural,Hawassa,Rural,212,0,Contaminated: Biological
shared_tap,Bello,Amanzi,Urban,2948,236,
tap_in_home,Dahabu,Amanzi,Urban,756,0,
well,Zanzibar,Hawassa,Urban,292,0,Contaminated: Biological
well,Rural,Amanzi,Rural,286,0,Clean
well,Rural,Kilimani,Rural,392,0,Contaminated: Chemical
well,Ilanga,Sokoto,Urban,182,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,1798,153,
well,Rural,Sokoto,Rural,246,0,Contaminated: Biological
shared_tap,Rural,Sokoto,Rural,2168,26,
tap_in_home_broken,Rural,Sokoto,Rural,794,0,
well,Majengo,Sokoto,Urban,324,0,Contaminated: Chemical
shared_tap,Rural,Akatsi,Rural,736,18,
shared_tap,Harare,Kilimani,Urban,842,19,
well,Mrembo,Kilimani,Urban,250,0,Clean
well,Rural,Akatsi,Rural,256,0,Clean
well,Rural,Kilimani,Rural,302,0,Contaminated: Biological
tap_in_home,Asmara,Amanzi,Urban,874,0,
well,Rural,Akatsi,Rural,182,0,Contaminated: Chemical
well,Amina,Hawassa,Urban,192,0,Contaminated: Biological
well,Rural,Kilimani,Rural,326,0,Contaminated: Chemical
shared_tap,Majengo,Sokoto,Urban,1982,166,
well,Rural,Akatsi,Rural,362,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,302,0,Contaminated: Chemical
well,Bahari,Sokoto,Urban,226,0,Contaminated: Biological
tap_in_home,Bahari,Sokoto,Urban,650,0,
river,Rural,Akatsi,Rural,766,6,
well,Zuri,Kilimani,Urban,262,0,Clean
well,Rural,Sokoto,Rural,382,0,Contaminated: Chemical
tap_in_home,Harare,Kilimani,Urban,312,0,
well,Rural,Sokoto,Rural,300,0,Contaminated: Biological
well,Rural,Kilimani,Rural,190,0,Clean
shared_tap,Rural,Sokoto,Rural,3716,240,
shared_tap,Rural,Akatsi,Rural,2434,27,
tap_in_home_broken,Marang,Sokoto,Urban,366,0,
well,Kofi,Sokoto,Urban,280,0,Contaminated: Biological
well,Ilanga,Sokoto,Urban,260,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,298,0,Clean
tap_in_home,Harare,Kilimani,Urban,694,0,
well,Rural,Amanzi,Rural,210,0,Clean
well,Harare,Akatsi,Urban,394,0,Contaminated: Biological
well,Rural,Akatsi,Rural,328,0,Contaminated: Chemical
tap_in_home_broken,Rural,Kilimani,Rural,768,0,
tap_in_home,Rural,Amanzi,Rural,680,0,
tap_in_home_broken,Bello,Amanzi,Urban,974,0,
well,Rural,Sokoto,Rural,230,0,Contaminated: Chemical
well,Serowe,Hawassa,Urban,304,0,Clean
shared_tap,Abidjan,Amanzi,Urban,3176,30,
well,Bahari,Sokoto,Urban,320,0,Contaminated: Biological
tap_in_home,Rural,Akatsi,Rural,460,0,
tap_in_home_broken,Rural,Sokoto,Rural,930,0,
shared_tap,Rural,Akatsi,Rural,2484,27,
tap_in_home_broken,Harare,Kilimani,Urban,838,0,
tap_in_home_broken,Rural,Akatsi,Rural,586,0,
tap_in_home,Asmara,Amanzi,Urban,398,0,
tap_in_home,Rural,Amanzi,Rural,438,0,
well,Dahabu,Amanzi,Urban,198,0,Contaminated: Chemical
river,Cheche,Sokoto,Urban,614,5,
river,Isiqalo,Kilimani,Urban,706,16,
well,Marang,Sokoto,Urban,216,0,Contaminated: Chemical
well,Kintampo,Akatsi,Urban,204,0,Clean
well,Marang,Sokoto,Urban,234,0,Contaminated: Biological
river,Mrembo,Kilimani,Urban,560,19,
well,Harare,Kilimani,Urban,252,0,Contaminated: Biological
well,Rural,Kilimani,Rural,164,0,Contaminated: Chemical
tap_in_home,Rural,Hawassa,Rural,958,0,
well,Rural,Hawassa,Rural,380,0,Contaminated: Biological
shared_tap,Rural,Sokoto,Rural,3238,240,
well,Rural,Amanzi,Rural,292,0,Clean
well,Rural,Sokoto,Rural,334,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,928,19,
shared_tap,Rural,Sokoto,Rural,1794,24,
shared_tap,Rural,Akatsi,Rural,3744,30,
